number,quote
216,"Lestrade whispered.

     But before we could move the man had emerged again. As he came out
     into the glimmering patch of light we saw that he carried something
     white under his arm. He looked stealthily all round him. The silence
     of the deserted street reassured him. Turning his back upon us he
     laid down his burden, and the next instant there was the sound of a
     sharp tap, followed by a clatter and rattle. The man was so intent
     upon what he was doing that he never heard our steps as we stole
     across the grass plot. With the bound of a tiger Holmes was on his
     back, and an instant later Lestrade and I had him by either wrist and
     the handcuffs had been fastened. As we turned him over I saw a
     hideous, sallow face, with writhing, furious features, glaring up at
     us, and I knew that it was indeed the man of the photograph whom we
     had secured.

     But it was not our prisoner to whom Holmes was giving his attention.
     Squatted on the doorstep, he was engaged in most carefully examining
     that which the man had brought from the house. It was a bust of
     Napoleon like the one which we had seen that morning, and it had been
     broken into similar fragments. Carefully Holmes held each separate
     shard to the light, but in no way did it differ from any other
     shattered piece of plaster. He had just completed his examination
     when the hall lights flew up, the door opened, and the owner of the
     house, a jovial, rotund figure in shirt and trousers, presented
     himself."
217,
218,"He opened his bag, and
     at last we saw placed upon our table a complete specimen of that bust
     which we had already seen more than once in fragments.

     Holmes took a paper from his pocket and laid a ten-pound note upon
     the table."
219,"Well,"
220,"I've seen you handle a good many cases, Mr.
     Holmes, but I don't know that I ever knew a more workmanlike one than
     that. We're not jealous of you at Scotland Yard. No, sir, we are very
     proud of you, and if you come down to-morrow there's not a man, from
     the oldest inspector to the youngest constable, who wouldn't be glad
     to shake you by the hand."
221,Thank you!
222,Thank you!
223,"Bannister was very much upset by the incident. He had nearly fainted
     when we found that the papers had undoubtedly been tampered with. I
     gave him a little brandy and left him collapsed in a chair while I
     made a most careful examination of the room. I soon saw that the
     intruder had left other traces of his presence besides the rumpled
     papers. On the table in the window were several shreds from a pencil
     which had been sharpened. A broken tip of lead was lying there also.
     Evidently the rascal had copied the paper in a great hurry, had
     broken his pencil, and had been compelled to put a fresh point to
     it."
224,Excellent!
225,"I shall be happy to look into it and to give you such advice as I
     can,"
226,"The case is
     not entirely devoid of interest. Had anyone visited you in your room
     after the papers came to you?"
227,So it seems to me.
228,"let us go round. Not one of your cases,
     Watson--mental, not physical. All right; come if you want to. Now,
     Mr. Soames--at your disposal!"
229,"He must have entered through the door. There is no opening except
     the one pane,"
230,Dear me!
231,"I
     can follow the other points,"
232,"Lattice-paned, lead framework, three separate windows, one swinging
     on hinge and large enough to admit a man."
233,"Exactly. And it looks out on an angle of the courtyard so as to be
     partly invisible. The man might have effected his entrance there,
     left traces as he passed through the bedroom, and, finally, finding
     the door open have escaped that way."
234,"I understand you to say that there
     are three students who use this stair and are in the habit of passing
     your door?"
235,"We are investigating this unhappy business, Bannister,"
236,"Yes, sir."
237,"I understand,"
238,that you left your key in the door?
239,"Yes, sir."
240,"Was it not very extraordinary that you should do this on the very
     day when there were these papers inside?"
241,"Oh, I would not venture to say, sir. I don't believe there is any
     gentleman in this University who is capable of profiting by such an
     action. No, sir, I'll not believe it."
242,"Thank you; that will do,"
243,"Oh, one more word. You have
     not mentioned to any of the three gentlemen whom you attend that
     anything is amiss?"
244,"Your three birds are all in their nests,"
245,Halloa! What's that? One of them seems restless enough.
246,"I should like to have a peep at each of them,"
247,"Is it
     possible?"
248,"No difficulty in the world,"
249,"This set of rooms is
     quite the oldest in the college, and it is not unusual for visitors
     to go over them. Come along, and I will personally conduct you."
250,"No names, please!"
251,Can you tell me his exact height?
252,"Really, Mr. Holmes, I cannot undertake to say. He is taller than the
     Indian, not so tall as Gilchrist. I suppose five foot six would be
     about it."
253,"That is very important,"
254,"And now, Mr. Soames, I wish
     you good-night."
255,"Well, Watson, what do you think of it?"
256,"Quite a little parlour game--sort of
     three-card trick, is it not? There are your three men. It must be one
     of them. You take your choice. Which is yours?"
257,"You will kindly close the door,"
258,"Now, Bannister, will
     you please tell us the truth about yesterday's incident?"
259,"No, sir; certainly not."
260,"It is only a suggestion,"
261,"I frankly admit
     that I am unable to prove it. But it seems probable enough, since the
     moment that Mr. Soames's back was turned you released the man who was
     hiding in that bedroom."
262,"Just close the door,"
263,"Now, Mr. Gilchrist, we are all
     quite alone here, and no one need ever know one word of what passes
     between us. We can be perfectly frank with each other. We want to
     know, Mr. Gilchrist, how you, an honourable man, ever came to commit
     such an action as that of yesterday?"
264,"No, no, Mr. Gilchrist, sir; I never said a word--never one word!"
265,"No, but you have now,"
266,"Now, sir, you must see that
     after Bannister's words your position is hopeless, and that your only
     chance lies in a frank confession."
267,"Come, come,"
268,"it is human to err, and at least
     no one can accuse you of being a callous criminal. Perhaps it would
     be easier for you if I were to tell Mr. Soames what occurred, and you
     can check me where I am wrong. Shall I do so? Well, well, don't
     trouble to answer. Listen, and see that I do you no injustice."
269,
270,said he.
271,
272,"THE ADVENTURE OF THE GOLDEN PINCE-NEZ

     When I look at the three massive manuscript volumes which contain our
     work for the year 1894 I confess that it is very difficult for me,
     out of such a wealth of material, to select the cases which are most
     interesting in themselves and at the same time most conducive to a
     display of those peculiar powers for which my friend was famous. As I
     turn over the pages I see my notes upon the repulsive story of the
     red leech and the terrible death of Crosby the banker. Here also I
     find an account of the Addleton tragedy and the singular contents of
     the ancient British barrow. The famous Smith-Mortimer succession case
     comes also within this period, and so does the tracking and arrest of
     Huret, the Boulevard assassin--an exploit which won for Holmes an
     autograph letter of thanks from the French President and the Order of
     the Legion of Honour. Each of these would furnish a narrative, but on
     the whole I am of opinion that none of them unite so many singular
     points of interest as the episode of Yoxley Old Place, which includes
     not only the lamentable death of young Willoughby Smith, but also
     those subsequent developments which threw so curious a light upon the
     causes of the crime.

     It was a wild, tempestuous night towards the close of November.
     Holmes and I sat together in silence all the evening, he engaged with
     a powerful lens deciphering the remains of the original inscription
     upon a palimpsest, I deep in a recent treatise upon surgery. Outside
     the wind howled down Baker Street, while the rain beat fiercely
     against the windows. It was strange there in the very depths of the
     town, with ten miles of man's handiwork on every side of us, to feel
     the iron grip of Nature, and to be conscious that to the huge
     elemental forces all London was no more than the molehills that dot
     the fields. I walked to the window and looked out on the deserted
     street. The occasional lamps gleamed on the expanse of muddy road and
     shining pavement. A single cab was splashing its way from the Oxford
     Street end."
273,"When the light of the hall lamp fell upon our midnight visitor I had
     no difficulty in recognising him. It was young Stanley Hopkins, a
     promising detective, in whose career Holmes had several times shown a
     very practical interest."
274,"he asked, eagerly."
275,"In the meantime the housekeeper had also arrived upon the scene, but
     she was just too late to catch the young man's dying words. Leaving
     Susan with the body, she hurried to the Professor's room. He was
     sitting up in bed horribly agitated, for he had heard enough to
     convince him that something terrible had occurred. Mrs. Marker is
     prepared to swear that the Professor was still in his night-clothes,
     and, indeed, it was impossible for him to dress without the help of
     Mortimer, whose orders were to come at twelve o'clock. The Professor
     declares that he heard the distant cry, but that he knows nothing
     more. He can give no explanation of the young man's last words, 'The
     Professor--it was she,' but imagines that they were the outcome of
     delirium. He believes that Willoughby Smith had not an enemy in the
     world, and can give no reason for the crime. His first action was to
     send Mortimer the gardener for the local police. A little later the
     chief constable sent for me. Nothing was moved before I got there,
     and strict orders were given that no one should walk upon the paths
     leading to the house. It was a splendid chance of putting your
     theories into practice, Mr. Sherlock Holmes. There was really nothing
     wanting."
276,"Well, let us hear about it. What sort of job did you
     make of it?"
277,
278,
279,
280,"I come now to the body of the young man. It was found near the
     bureau, and just to the left of it, as marked upon that chart. The
     stab was on the right side of the neck and from behind forwards, so
     that it is almost impossible that it could have been self-inflicted."
281,"Unless he fell upon the knife,"
282,"Exactly. The idea crossed my mind. But we found the knife some feet
     away from the body, so that seems impossible. Then, of course, there
     are the man's own dying words. And, finally, there was this very
     important piece of evidence which was found clasped in the dead man's
     right hand."
283,"I can follow each of your arguments. I confess,
     however, that I am unable to understand how you arrive at the double
     visit to the optician."
284,"that the clips are lined with tiny
     bands of cork to soften the pressure upon the nose. One of these is
     discoloured and worn to some slight extent, but the other is new.
     Evidently one has fallen off and been replaced. I should judge that
     the older of them has not been there more than a few months. They
     exactly correspond, so I gather that the lady went back to the same
     establishment for the second."
285,"This side, sir. This narrow margin of grass between the path and the
     flower-bed. I can't see the traces now, but they were clear to me
     then."
286,"Yes, yes; someone has passed along,"
287,"Our lady must have picked her steps carefully, must
     she not, since on the one side she would leave a track on the path,
     and on the other an even clearer one on the soft bed?"
288,"That is my
     magnum opus--the pile of papers on the side table yonder. It is my
     analysis of the documents found in the Coptic monasteries of Syria
     and Egypt, a work which will cut deep at the very foundations of
     revealed religion. With my enfeebled health I do not know whether I
     shall ever be able to complete it now that my assistant has been
     taken from me. Dear me, Mr. Holmes; why, you are even a quicker
     smoker than I am myself."
289,"Well, well, you may see for yourself. If not, there's no harm done.
     Of course, we always have the optician clue to fall back upon, but I
     take a short cut when I can get it. Ah, here is the good Mrs. Marker!
     Let us enjoy five minutes of instructive conversation with her."
290,"Yes, Mr. Holmes, it is as you say, sir. He does smoke something
     terrible. All day and sometimes all night, sir. I've seen that room
     of a morning--well, sir, you'd have thought it was a London fog. Poor
     young Mr. Smith, he was a smoker also, but not as bad as the
     Professor. His health--well, I don't know that it's better nor worse
     for the smoking."
291,Ah!
292,but it kills the appetite.
293,"Well, I don't know about that, sir."
294,"The old man sat with his mouth open staring wildly at Holmes.
     Amazement and fear were stamped upon his expressive features. Now,
     with an effort, he shrugged his shoulders and burst into insincere
     laughter."
295,
296,
297,
298,
299,
300,
301,It was our visitor's turn to look surprised.
302,"Young Overton's face assumed the bothered look of the man who is more
     accustomed to using his muscles than his wits; but by degrees, with
     many repetitions and obscurities which I may omit from his narrative,
     he laid his strange story before us."
303,"Then they had hurried off in the manner described. It was
     just half-past ten by the hall clock."
304,"He tore off a strip of the blotting-paper and turned towards us the
     following hieroglyphic:

     [ Picture: Several unreadable scrawls on paper ]

     Cyril Overton was much excited."
305,he cried.
306,
307,
308,"Even in his chastened frame of mind the noble miser could give us no
     information which could help us, for he knew little of the private
     life of his nephew. Our only clue lay in the truncated telegram, and
     with a copy of this in his hand Holmes set forth to find a second
     link for his chain. We had shaken off Lord Mount-James, and Overton
     had gone to consult with the other members of his team over the
     misfortune which had befallen them.

     There was a telegraph-office at a short distance from the hotel. We
     halted outside it."
309,"said she, smoothing it out upon the
     counter."
310,"These few inquiries proved, however, to be a more lengthy proceeding
     than Holmes had imagined, for he did not return to the inn until
     nearly nine o'clock. He was pale and dejected, stained with dust, and
     exhausted with hunger and fatigue. A cold supper was ready upon the
     table, and when his needs were satisfied and his pipe alight he was
     ready to take that half comic and wholly philosophic view which was
     natural to him when his affairs were going awry. The sound of
     carriage wheels caused him to rise and glance out of the window. A
     brougham and pair of greys under the glare of a gas-lamp stood before
     the doctor's door."
311,"And yet the next day brought us no nearer to the solution of the
     mystery. A note was handed in after breakfast, which Holmes passed
     across to me with a smile.

     Sir [it ran]:
     I can assure you that you are wasting your time in dogging my
     movements. I have, as you discovered last night, a window at the back
     of my brougham, and if you desire a twenty-mile ride which will lead
     you to the spot from which you started, you have only to follow me.
     Meanwhile, I can inform you that no spying upon me can in any way
     help Mr. Godfrey Staunton, and I am convinced that the best service
     you can do to that gentleman is to return at once to London and to
     report to your employer that you are unable to trace him. Your time
     in Cambridge will certainly be wasted.
     Yours faithfully,
     Leslie Armstrong."
312,"Then our friend Overton's forebodings have been justified,"
313,"Personally I am in agreement with Dr. Armstrong, and
     football does not come within my horizon. Early to bed to-night,
     Watson, for I foresee that to-morrow may be an eventful day."
314,"A threadbare and venerable device, but useful upon occasion. I
     walked into the doctor's yard this morning and shot my syringe full
     of aniseed over the hind wheel. A draghound will follow aniseed from
     here to John o' Groat's, and our friend Armstrong would have to drive
     through the Cam before he would shake Pompey off his trail. Oh, the
     cunning rascal! This is how he gave me the slip the other night."
315,"This détour has been entirely for our benefit, then?"
316,"No wonder that my inquiries among those villages led to nothing. The
     doctor has certainly played the game for all it is worth, and one
     would like to know the reason for such elaborate deception. This
     should be the village of Trumpington to the right of us. And, by
     Jove! here is the brougham coming round the corner. Quick, Watson,
     quick, or we are done!"
317,"By Jove, the doctor is coming back!"
318,"That settles it.
     We are bound to see what it means before he comes."
319,"I had misjudged you. I thank
     Heaven that my compunction at leaving poor Staunton all alone in this
     plight caused me to turn my carriage back, and so to make your
     acquaintance. Knowing as much as you do, the situation is very easily
     explained. A year ago Godfrey Staunton lodged in London for a time,
     and became passionately attached to his landlady's daughter, whom he
     married. She was as good as she was beautiful, and as intelligent as
     she was good. No man need be ashamed of such a wife. But Godfrey was
     the heir to this crabbed old nobleman, and it was quite certain that
     the news of his marriage would have been the end of his inheritance.
     I knew the lad well, and I loved him for his many excellent
     qualities. I did all I could to help him to keep things straight. We
     did our very best to keep the thing from everyone, for when once such
     a whisper gets about it is not long before everyone has heard it.
     Thanks to this lonely cottage and his own discretion, Godfrey has up
     to now succeeded. Their secret was known to no one save to me and to
     one excellent servant who has at present gone for assistance to
     Trumpington. But at last there came a terrible blow in the shape of
     dangerous illness to his wife. It was consumption of the most
     virulent kind. The poor boy was half crazed with grief, and yet he
     had to go to London to play this match, for he could not get out of
     it without explanations which would expose his secret. I tried to
     cheer him up by a wire, and he sent me one in reply imploring me to
     do all I could. This was the telegram which you appear in some
     inexplicable way to have seen. I did not tell him how urgent the
     danger was, for I knew that he could do no good here, but I sent the
     truth to the girl's father, and he very injudiciously communicated it
     to Godfrey. The result was that he came straight away in a state
     bordering on frenzy, and has remained in the same state, kneeling at
     the end of her bed, until this morning death put an end to her
     sufferings. That is all, Mr. Holmes, and I am sure that I can rely
     upon your discretion and that of your friend."
320,
321,
322,
323,"that you have not come to cross-examine me
     again?"
324,"No,"
325,"I will not cause you
     any unnecessary trouble, Lady Brackenstall, and my whole desire is to
     make things easy for you, for I am convinced that you are a
     much-tried woman. If you will treat me as a friend and trust me you
     may find that I will justify your trust."
326,"I got your telegram, and I came at the hour you said. I heard that
     you had been down to the office. There was no getting away from you.
     Let's hear the worst. What are you going to do with me? Arrest me?
     Speak out, man! You can't sit there and play with me like a cat with
     a mouse."
327,"Give him a cigar,"
328,"Bite on that, Captain Croker, and
     don't let your nerves run away with you. I should not sit here
     smoking with you if I thought that you were a common criminal, you
     may be sure of that. Be frank with me, and we may do some good. Play
     tricks with me, and I'll crush you."
329,"Mr. Holmes, the envelope is a long, thin one of pale blue colour.
     There is a seal of red wax stamped with a crouching lion. It is
     addressed in large, bold handwriting to--"
330,"I fear, sir,"
331,"that, interesting and indeed essential
     as these details are, my inquiries must go more to the root of
     things. What was the letter?"
332,"Well, Watson, what do you make of this?"
333,It is an amazing coincidence.
334,"Now, Watson, the fair sex is your department,"
335,Seen the Paris news?
336,"Our French friends seem to have touched the spot this time. No doubt
     it's just as they say. She knocked at the door--surprise visit, I
     guess, for he kept his life in water-tight compartments. He let her
     in--couldn't keep her in the street. She told him how she had traced
     him, reproached him, one thing led to another, and then with that
     dagger so handy the end soon came. It wasn't all done in an instant,
     though, for these chairs were all swept over yonder, and he had one
     in his hand as if he had tried to hold her off with it. We've got it
     all clear as if we had seen it."
337,"Now, Watson, now!"
338,"It was just growing dusk at the time. They were lighting the lamps
     as I came back with the brandy."
339,"Very good,"
340,"Come, Watson, I think that we have more
     important work elsewhere."
341,"Good Lord, sir!"
342,"this is surely most unfair and ungenerous upon your
     part. I desired, as I have explained, to keep my visit to you a
     secret, lest my husband should think that I was intruding into his
     affairs. And yet you compromise me by coming here and so showing that
     there are business relations between us."
343,"He will be home, sir, at a quarter to one."
344,"Very good, I shall wait."
345,"Now we are ready for him,"
346,"we have still ten minutes.
     I am going far to screen you, Lady Hilda. In return you will spend
     the time in telling me frankly the real meaning of this extraordinary
     affair."
347,"Mr. Holmes, I will tell you everything,"
348,"Oh, Mr.
     Holmes, I would cut off my right hand before I gave him a moment of
     sorrow! There is no woman in all London who loves her husband as I
     do, and yet if he knew how I have acted--how I have been compelled to
     act--he would never forgive me. For his own honour stands so high
     that he could not forget or pardon a lapse in another. Help me, Mr.
     Holmes! My happiness, his happiness, our very lives are at stake!"
349,I have some hopes.
350,"Ah, thank heaven!"
351,"I have inquired at
     every point where it might be, and I am sure that there is no danger
     to be apprehended."
352,"There is more in this than meets the eye. How
     came the letter back in the box?"
