number,quote
290,"I expect you are all glad to get back to work again,"
291,"Yes, its much the best thing. Its not been any too easy loafing about the house and making conversation."
292,The hub of the case is Mrs. Leidner. I want to know about Mrs. Leidner.
293,"What did nurse think of her? Women are said to sum up other women quickly enough, and a nurse has a wide experience of types."
294,"I dont even know if Ive summed her up correctly. She wasnt easy to read. Shed do a devilish thing one day, and a really fine one the next. But I think youre about right when you say that shes the hub of the case. Thats what she always wanted to be—at the centre of things. And she liked to get at other people—I mean, she wasnt just satisfied with being passed the toast and the peanut butter, she wanted you to turn your mind and soul inside out for her to look at it."
295,"The fault is mine. Father Lavigny, he explains to me some tablets, and I take one to the window to see better—and, ma foi, not looking where I was going, I steb the toe, and the pain is sharp for the moment and I cry out."
296,Have you ever come to any conclusion about those anonymous letters?
297,She said she wanted to think it over—eh? That is what signed her death warrant. If she had only spoken out—then—at once.
298,Now what do I see? I see half the courtyard—and the archway—and the doors of the drawing office and the photographic room and the laboratory. Was there anyone in the courtyard?
299,Not in the least. I puzzled and puzzled over it but I couldnt even get a glimmering.
300,Man with a squint? Man with a squint? Theres more in this tale of that fellow with a squint than meets the eye. I dont know why the devil my fellows cant lay hold of him!
301,Do you mean he faked it? Didnt know you could fake an actual squint.
302,"The devil it can! Id give a lot to know where that fellow is now, squint or no squint!"
303,"Weve warned Tell Kotchek and Abu Kemal—all the frontier posts, in fact."
304,"It strikes me, M."
305,Not really. The truth came to me only this morning when I was watching the sunrise. A very beautiful sunrise.
306,and there was a telegram there for you—so I brought it along.
307,Ill be quiet. But I must leave this place. Joseph and I can go in and sleep at the Rest House.
308,"No, there seemed to be no one there but the Arab foreman."
309,No more did M. Verrier when he went there that same afternoon.
310,"Well, that was pretty natural under the circumstances, dont you think?"
311,"Oh, come now—dont go looking for trouble—thats my motto! But you cant fasten anything on me. I never went into the courtyard, and you cant find anyone wholl say I did."
312,"The evidence of the servants that no one entered the courtyard from outside. But it occurred to me, upon reflection, that that was really not what they had said. They had sworn that no stranger had entered the premises. They had not been asked if a member of the expedition had done so."
313,"Ah! but that raises rather an interesting question. They would notice a stranger undoubtedly—but would they have even noticed a member of the expedition? The members of the staff are passing in and out all day. The servants would hardly notice their going and coming. It is possible, I think, that either Mr. Carey or Mr. Coleman might have entered and the servants minds would have no remembrance of such an event."
314,"Of the two, I think Mr. Carey was the least likely to be noticed going or coming. Mr. Coleman had started to Hassanieh in the car that morning and he would be expected to return in it. His arrival on foot would therefore be noticeable."
315,"As yet I am only taking you all on a journey—my journey towards the truth. I had now established one fact—that all the members of the expedition staff, and also Nurse Leatheran, could in actual fact have committed the murder. That there was very little likelihood of some of them having committed it was a secondary matter. I had examined means and opportunity. I next passed to motive. I discovered that one and all of you could be credited with a motive!"
316,"Not me! Why, I was a stranger. Id only just come."
317,"Eh bien, ma soeur, and was not that just what Mrs. Leidner had been fearing? A stranger from outside?"
318,"Only if its to be all truth, Mr. Coleman did say once himself that he would have made a good forger."
319,"Therefore if he had come across some of the old threatening letters, he could have copied them without difficulty."
320,"Oh, I believe you. Dr. Leidner did not leave the roof. That is an undisputed fact. But what I saw—and what Miss Johnson had seen—was that Dr. Leidner could murder his wife from the roof without leaving it."
321,"if he loved her, why did he kill her? Wheres the motive? Cant you speak, Leidner? Tell him hes mad."
322,there is no proof. But that does not matter. You knew that I would not deny truth . . . I have never denied truth . . . I think—really—I am rather glad . . . Im so tired. . . .
323,"Oh, well, Jules here will compose for you a little meal that will be a poem—positively a poem! Women, however charming, have this disadvantage: They distract the mind from food! Now as to wine—"
324,I have made the economies in my time and I have now the means to enjoy the life of idleness.
325,I suppose you have something to be conceited about. Unfortunately crime doesnt interest me in the least.
326,I am delighted to learn that you have no guilty secret to hide.
327,"I am repeating what you said just now under your breath. Oh, yes, you did."
328,"It really seems a little too much for one person. Money, good looks, marvellous figure and—"
329,And love? Eh? And love? But you do not know—she may have been married for her money!
330,"Oh, yes, Mademoiselle. I saw all there was to see—indeed I saw something that you did not."
331,"I saw, Mademoiselle, dark lines below a womans eyes. I saw a hand that clutched a sunshade so tight that the knuckles were white…."
332,"I mean that all is not the gold that glitters. I mean that, though this lady is rich and beautiful and beloved, there is all the same something that is not right. And I know something else."
333,"that somewhere, at some time, I have heard that voice before—the voice of Monsieur Doyle—and I wish I could remember where."
334,"Let me congratulate you, Madame, on a very lovely daughter,"
335,"Rosalie? Yes, yes—she is good-looking. And no sympathy with illness. She always thinks she knows best. She imagines she knows more about my health than I do myself—"
336,"And how do you propose that that should be accomplished, Madame?"
337,Well—naturally—my husband and I cannot continue being subjected to this annoyance. There must be some kind of legal redress against such a thing.
338,Has she threatened you in actual words in public? Used insulting language? Attempted any bodily harm?
339,You mean there is nothing that I can do about it?
340,"Nothing at all, as far as I can see. Mademoiselle de Bellefort is within her rights."
341,But—but it is maddening! It is intolerable that I should have to put up with this!
342,"I must sympathize with you, Madame—especially as I imagine that you have not often had to put up with things."
343,Why? But its maddening! Irritating to the last degree! Ive told you why!
344,"That is a month or two ago, but the girls face—I do not forget it. I know that I shall remember if I see it again. And I remember too the mans voice. And I think you can guess, Madame, when it is I see the one and hear the other again. It is here in Egypt. The man is on his honeymoon, yes—but he is on his honeymoon with another woman."
345,"The girl in the restaurant mentioned a friend—a friend who, she was very positive, would not let her down. That friend, I think, was you, Madame."
346,"I should say, Madame, that you have had a happy life, that you have been generous and kindly in your attitude towards others."
347,"Yes, I will do that. But it is my opinion that I shall not be able to accomplish anything."
348,You permit that I speak to you for a little moment?
349,It is only when we are young that we think it is.
350,I know it. He loved me—he will always love me.
351,"Even if I were to—kill her, you couldnt stop me."
352,"Oh, Im not afraid of death! What have I got to live for, after all? I suppose you believe its very wrong to kill a person who has injured you—even if theyve taken away everything you had in the world?"
353,"Yes, Mademoiselle. I believe it is the unforgivable offence—to kill."
354,Linnets been brought up to believe that every annoyance can automatically be referred to the police.
355,"Its—its infamous that she should be victimized like this! Shes done nothing! If anyone likes to say I behaved like a cad, theyre welcome to say so! I suppose I did. But I wont have the whole thing visited on Linnet. She had nothing whatever to do with it."
356,And it is like that that you felt with Mademoiselle Jacqueline?
357,"Er—yes—well, yes, as a matter of fact I did. She doesnt realize that, of course. And its not the sort of thing I could ever tell her. But I was feeling restless—and then I met Linnet, and she just swept me off my feet! Id never seen anything so lovely. It was all so amazing. Everyone kowtowing to her—and then her singling out a poor chump like me."
358,I dont believe shell use that—now. She might have done so earlier. But I believe its got past that. Shes just spiteful now—trying to take it out on us both.
359,"Some day, I feel, weve got to make a stand and fight it out. Her attitude isnt reasonable."
360,"Theres no reason why women shouldnt behave like rational beings,"
361,"No, of course not. As a matter of fact Id rather have gone anywhere else, but Linnet was absolutely set upon it. And so—and so—"
362,"But you can never be alone anywhere. Someone is always pestering you for money, or offering you donkeys, or beads, or expeditions to native villages, or duck shooting."
363,"You see Im old-fashioned. I dont like her much. Tim and she are the greatest of friends, though."
364,"How very few young people there are out here! That pretty girl with the chestnut hair and the appalling mother in the turban is almost the only young creature in the place. You have talked to her a good deal, I notice. She interests me, that child."
365,A very simple crime—a direct shortcut to his objective. No subtlety about it.
366,Of course. The divine right of monarchy! Just a little bit of the Naboths vineyard touch. And the dangerous girl—Jacqueline de Bellefort—could she do a murder?
367,"Take the Pyramids. Great blocks of useless masonry, put up to minister to the egoism of a despotic bloated king. Think of the sweated masses who toiled to build them and died doing it. It makes me sick to think of the suffering and torture they represent."
368,Id rather see a well fed worker than any so-called work of art. What matters is the future—not the past.
369,"Look at—at some peoples mothers—and look at mine. There is no God but Sex, and Salome Otterbourne is its Prophet."
370,"Why not say it—to me? I am one of those who hear many things. If, as you say, you boil inside—like the jam—eh bien, let the scum come to the surface, and then one can take it off with a spoon, so."
371,How did she know we were coming on this boat?
372,I feel as though I shall never escape from her.
373,"There is one plan you might have adopted. In fact I am surprised that it did not occur to you. After all, with you, Madame, money is no object. Why did you not engage in your own private dahabiyeh?"
374,"Well, you see, Cousin Marie—thats Miss Van Schuyler—never gets up very early. She has to be very, very careful of her health. And of course she wanted Miss Bowers, thats her hospital nurse, to do things for her. And she said, too, that this isnt one of the best temples—but she was frightfully kind and said it would be quite all right for me to come."
375,"Oh, shes very kind. Its simply wonderful of her to bring me on this trip. I do feel Im a lucky girl. I just could hardly believe it when she suggested to Mother that I should come too."
376,"Oh, its been wonderful! Ive seen Italy—Venice and Padua and Pisa—and then Cairo—only cousin Marie wasnt very well in Cairo, so I couldnt get round much, and now this wonderful trip up the Wadi Halfa and back."
377,Dislike? I should say so. What good has that woman ever been to anyone or anything? Shes never worked or lifted a finger. Shes just battened on other people. Shes a parasite—and a damned unpleasant parasite. There are a lot of people on this boat Id say the world could do without.
378,"Me, I work with my brains and am not ashamed of it,"
379,Can you tell me of any good that can be done without it? Youve got to break down and destroy before you can build up.
380,Do you mean that girl actually totes about a dumb dick? Is she as careful of her precious skin as that?
381,"I have no connection whatever with Monsieur and Madame Doyle,"
382,And you? Is it not that you are on holiday also?
383,"You know, Im not much of a fellow for temples and sightseeing and all that, but a place like this sort of gets you, if you know what I mean. Those old Pharaohs must have been wonderful fellows."
384,"Im no end glad we came on this trip. Its—well, its cleared things up. Amazing why it should—but there it is. Linnets got her nerve back. She says its because shes actually faced the business at last."
385,"She says that when she actually saw Jackie on the boat she felt terrible—and then, suddenly, it didnt matter anymore. Were both agreed that we wont try to dodge her anymore. Well just meet her on her own ground and show her that this ridiculous stunt of hers doesnt worry us a bit. Its just damned bad form—thats all. She thought shed got us badly rattled, but now, well, we just arent rattled anymore. That ought to show her."
386,"You would go faster, would you not, on the Government steamer, which travels by night as well as day?"
387,"No. American, Irish, and French descent. Bit of a mongrel. That doesnt help us much. Have you got any ideas?"
388,There passes itself something on this boat that causes me much inquietude.
389,a person A who has grievously wronged a person B. The person B desires the revenge. The person B makes the threats.
390,Mais oui—I am consumed with sleep. I can hardly keep my eyes open. It has been a day very close and oppressive.
391,"I agree. One can pretty well rule that out. Well, man, its up to you. This is your show."
392,She was asleep; there was no struggle; the murderer crept up in the dark and shot her as she lay there.
393,"Well, Im damned."
394,"Yes, yes. It is, as I say, of an astonishing simplicity! It is so familiar, is it not? It has been done so often, in the pages of the romance of crime! It is now, indeed, a little vieux jeu! It leads one to suspect that our murderer is—old-fashioned!"
395,"J stands for Jacqueline de Bellefort, a young lady who declared to me less than a week ago that she would like nothing better than to—"
396,"If thats so, its going to simplify matters very much."
397,"Mrs. Doyles maid, Louise Bourget. She went to call her mistress as usual, found her dead, and came out and flopped into the stewards arms in a dead faint. He went to the manager, who came to me. I got hold of Bessner and then came for you."
398,"Yes, hes still asleep in my cabin. I gave him a strong opiate last night."
399,"I dont think we need detain the doctor any longer, eh? Thank you, Doctor."
400,Youre the man in charge. Ill take my orders from you. You say whats to be done.
401,"we must hold the court of inquiry. First of all, I think we must verify the story of the affair last night. That is to say, we must question Fanthorp and Miss Robson, who were the actual witnesses of what occurred. The disappearance of the pistol is very significant."
402,"You think that this girl, Jacqueline de Bellefort, is incapable of a premeditated cold-blooded murder?"
403,"I am not sure, you see. She would have the brains—yes. But I doubt if, physically, she could bring herself to do the act…."
404,It must have been about twenty minutes past twelve. I know that it was actually half-past twelve when I finally got to my cabin.
405,"Now let me be quite sure on one or two points,"
406,"After Madame Doyle left the saloon, did any of you four leave it?"
407,"Now we begin to arrive. Let us, I pray you, be very precise. Describe to me exactly what happened."
408,you have just told us that the pistol was out of sight under the settee. Therefore it is hardly credible that it was discovered by accident. It was taken by someone who knew it was there. Therefore that someone must have assisted at the scene.
409,"As far as I know, no one seems to have heard the other shot—the shot that killed Mrs. Doyle."
410,"For the moment we still concern ourselves with Mademoiselle de Bellefort. We must speak to Mademoiselle Bowers. But first, before you go"
411,"Very well, Monsieur Fanthorp. Will you give me a brief account of your own movements last night after the events we have just been narrating?"
412,"Shes not very young, and shes nervous about herself, and she likes to have a nurse around handy. Theres nothing serious the matter with her. She just likes plenty of attention, and shes willing to pay for it."
413,Someone pinched the pistol. It wasnt Jacqueline de Bellefort. Someone knew enough to feel that his crime would be attributed to her. But that someone did not know that a hospital nurse was going to give her morphia and sit up with her all night. And one thing more. Someone had already attempted to kill Linnet Doyle by rolling a boulder over the cliff; that someone was not Jacqueline de Bellefort. Who was it?
414,"It will be simpler to say who it could not have been. Neither Monsieur Doyle, Madame Allerton, Monsieur Allerton, Mademoiselle Van Schuyler, nor Mademoiselle Bowers could have had anything to do with it. They were all within my sight."
415,"is just the question we are asking ourselves. You cannot help us there, my child?"
416,"Yes. It is not pleasant to think, is it, that now, at this very moment, someone is rejoicing at the successful carrying out of his or her plan."
417,"I—I wanted her dead—and she is dead…And, what is worse…she died—just like I said."
418,"You know—Jackie didnt do it. Im certain Jackie didnt do it! It looks black against her, I dare say, but she didnt do it. She—she was a bit tight last night, and all worked up, and thats why she went for me. But she wouldnt—she wouldnt do murder… not cold-blooded murder…."
419,"Do not distress yourself, Monsieur Doyle. Whoever shot your wife, it was not Mademoiselle de Bellefort."
420,"That would explain what she said to me. For the first time she was feeling the burden of her inheritance and not its advantages. You are quite sure, Monsieur Doyle, that she did not mention this mans name?"
421,"Ach, but I can have a guess. There is certainly a young man with a grievance on board."
422,Yes. He spoke against Mrs. Doyle once or twice. I myself have heard him.
423,"Colonel Race and I must interview all the passengers. Until we have got their stories it would be unwise to form theories. Then there is the maid. We ought to interview her first of all. It would, perhaps, be as well if we did that here. Monsieur Doyles presence might be helpful."
424,"All the same it seems hardly credible…Well, we shall see. Let us have the maid here."
425,"Oh, yes. That I do know. To that question I can answer Yes most emphatically."
426,"She, certainly. But it is not of her I speak. There was someone else on this boat who disliked Madame, who was very angry because of the way Madame had injured him."
427,Her pearls? Louises eyes opened very wide. She was wearing them last night.
428,"Yes. It suddenly came to me, when Fanthorp mentioned thinking he had heard a splash. Its perfectly possible that after the murder, the murderer threw the pistol overboard."
429,"Its a suggestion. After all, the pistol wasnt anywhere in the cabin. First thing I looked for."
430,it is incredible that it should have been thrown overboard.
431,"If it is not in Madame Doyles cabin, there is, logically, only one other place where it could be."
432,"weve got two definite leads. Theres the disappearance of the pearls. And theres the man Fleetwood. As regards the pearls, robbery seems indicated, but—I dont know whether youll agree with me—"
433,Exactly. To steal the pearls at such a moment invites a close search of everybody on board. How then could the thief hope to get away with his booty?
434,You think she had something to do with the murder?
435,"In fact, hes just the person we are looking for?"
436,"See you, I recognize my own weaknesses. It has been said of me that I like to make a case difficult. This solution that you put to me—it is too simple, too easy. I cannot feel that it really happened. And yet, that may be the sheer prejudice on my part."
437,"We know that. On the other hand, I cant see any way in which he could have come up against Linnet Doyle. Their orbits dont touch."
438,"Unless, accidentally, she had become possessed of evidence showing his identity."
439,"I can hardly believe it. That lovely creature, with everything to live for—dead. I almost feel I cant believe it."
440,"And unluckily I didnt hear anything at all. I cant think why not. After all, Linnets cabin is only one away from mine. I should think Id have been bound to hear the shot. Go along, Tim; theyre waiting for you."
441,"I went to bed early, half-past ten or so. I read for a bit. Put out my light just after eleven."
442,Im glad you both realize my feelings. I am not accustomed to anything of this kind.
443,"Precisely, Mademoiselle. That is why we wish to free you from unpleasantness as quickly as possible. Now you went to bed last night—at what time?"
444,Is this the pistol you saw at the Cataract Hotel that night?
445,"Yes—that is it. There is the ornamental work on it—and the initials J.B. It is an article de luxe, a very feminine production, but it is none the less a lethal weapon."
446,"But Jacqueline de Bellefort did not shoot Madame Doyle. That we know for certain. It is proved,"
447,The blood lust and the sex instinct—a sexual crime. There are many well-known instances.
448,"Put it on to a poor devil like Fleetwood, who cant defend himself, whos got no money to hire lawyers. But I tell you this—if you try and saddle Fleetwood with this business youll have me to deal with."
449,You dont think he is the man you are after?
450,"I hardly think so. I suppose he is on board. The information was very precise. Oh, well, one job at a time. Lets have a go at Pennington."
451,You mean that in your belief Jacqueline de Bellefort shot Madame Doyle?
452,Thats what it looks like to me. Of course I dont know anything….
453,Mr. Pennington was sufficiently perturbed to tell a rather stupid lie. He was not in the temple of Abu Simbel when that boulder fell. I—moi qui vous parle—can swear to that. I had just come from there.
454,"we handle him with the gloves of kid, is it not so?"
455,Id like to make a brief précis of the facts as I go along. It keeps ones mind free of confusion.
456,Cette pauvre Madame Doyle. Lying there so peacefully…with the little hole in her head. You remember how she looked?
457,"Will you come with me, Mademoiselle? Monsieur Doyle wants to see you."
458,And then—she began to dislike me for it. She—shes turned right against me. I think she almost hates me sometimes.
459,Dont be sorry for me. Dont be kind. Its easier if youre not.
460,People think Im awful. Stuck-up and cross and bad-tempered. I cant help it. Ive forgotten how to be—to be nice.
461,"You drink wine always; Tim drinks whisky and soda, and I try all the different brands of mineral water in turn."
462,"Only yesterday he looked such a happy boy, with everything in the world he wanted. And now his beautiful wife killed and he himself laid up and helpless. I do hope, though—"
463,I hope hes not too angry with that poor child.
464,"Tell me, Madame Doyles cousin, Miss Joanna Southwood, did she resemble Madame Doyle?"
465,"Ah, pardon—I was confused. She is a young lady much in the news, that. I have been interested in her for some time."
466,"Ah! You have had previous experience, perhaps? You have been in a house where there was a robbery?"
467,"We have to thank you, Mademoiselle, for coming to us so promptly,"
468,"that reaction came pretty quickly. Thats a very coolheaded and astute young woman—perfectly capable of holding out on us and still further if she thinks it suits her book. What about Miss Marie Van Schuyler now? I dont think we can eliminate her from the possible suspects. You know, she might have committed murder to get hold of those jewels. We cant take the nurses word for it. Shes all out to do the best for the family."
469,"He is careful, our Mr. Fanthorp, to destroy his correspondence."
470,for it is possible that the thief hid the pearls here.
471,"if theres anything to be found here, for Gods sake go ahead and find it. You can if anyone can—I know that."
472,"It might be. Once, on the Orient Express, I investigated a murder. There was a little matter of a scarlet kimono. It had disappeared, and yet it must be on the train. I found it—where do you think? In my own locked suitcase! Ah! It was an impertinence, that!"
473,"The stole, perhaps, but would she have got rid of the pistol, too? Still, I agree that it is a possible solution. But it is always—bon Dieu! It is clumsy. And you still have not appreciated one point about the stole—"
474,What are you getting at? That Jackie stole the pearls? She didnt. Ill swear she didnt. Jackies as straight as a die. The mere idea of her being a thief is ridiculous—absolutely ridiculous.
475,She knew something—and she was blackmailing the murderer with her knowledge. We thought she wasnt being quite straight this morning.
476,"We have been idiots—fools! We should have known—then. What did she say? What could I have seen or heard? I was on the deck below. Naturally, if I had been unable to sleep, if I had mounted the stairs, then perhaps I might have seen this assassin, this monster, enter or leave Madames cabin, but as it is— Of course, that is what did happen! She did come up. She did see someone gliding into Linnet Doyles cabin—or coming out of it. And, because of her greed, her insensate greed, she lies here—"
477,"The murderer comes to her cabin, gives her the money, and then—"
478,"she counts it. Oh, yes, I know that class. She would count the money, and while she counted it she was completely off her guard. The murderer struck. Having done so successfully, he gathered up the money and fled—not noticing that the corner of one of the notes was torn."
479,"He will examine those notes, and will probably notice the tear. Of course if he were of a parsimonious disposition he would not be able to bring himself to destroy a mille note—but I very much fear that his temperament is just the opposite."
480,"You see, this maid she saw something she was not intended to see. And so—she was silenced, in case she should not hold her tongue."
481,"There is, I think, very little doubt what it was she saw,"
482,She saw someone enter and leave Linnet Doyles cabin on that fatal night.
483,What is the truth? You seem to know it better than I do.
484,"You want me to tell what it was you saw? If I am right, will you admit that I am right? I will tell you my little idea. I think that when you came round the stern of the boat you stopped involuntarily because you saw a man come out of a cabin about halfway down the deck—Linnet Doyles cabin, as you realized next day. You saw him come out, close the door behind him, and walk away from you down the deck and—perhaps—enter one of the two end cabins. Now, then, am I right, Mademoiselle?"
485,"Perhaps you think it is wiser not to speak. Perhaps you are afraid that, if you do, you too will be killed."
486,"You dont understand. Hes just sorry for me—awfully sorry for me, because he knows how terrible it is for me to know Ive hurt him so badly."
487,"Monsieur Pennington, I would like to discuss certain aspects of the case with you. Will you come to my cabin in half an hours time?"
488,"Oh, well, poor woman, one must not judge her, I suppose; but that girl must have had a terrible life."
489,How did the person who shot her get away without our seeing him?
490,"it was not quite such a disappearing trick as you think, Mademoiselle. There were three distinct ways the murderer might have gone."
491,"Of course. He could move in two directions on one plane, but he could go at right angles to that plane too. That is, he couldnt go up very well, but he could go down."
492,"I know Im just a plain mutt, but I still dont see."
493,Would you mind all clearing off? We want to bring out the body.
494,Ill never forget this trip as long as I live. Three deaths…Its just like living in a nightmare.
495,Damn the girl! I believe she really means it. She wants a man to be reliable. Reliable—ye gods!
496,Meditation on Death. One of his well-known monographs.
497,If you would send Miss Bowers to me—I feel quite upset—that insolent young man.
498,"Most of that family are. Spoilt, of course. Always inclined to tilt at windmills."
499,"Not so much that, but I think I put the wind up Pennington. I felt convinced he wouldnt try anymore funny business for some time, and by then I hoped to have got intimate enough with Mr. and Mrs. Doyle to convey some kind of a warning. As a matter of fact I hoped to do so through Doyle. Mrs. Doyle was so attached to Mr. Pennington that it would have been a bit awkward to suggest things to her about him. It would have been easier for me to approach the husband."
500,"Will you give me a candid opinion on one point, Monsieur Fanthorp? If you were engaged in putting a swindle over, would you choose Madame Doyle or Monsieur Doyle as a victim?"
501,"Mr. Doyle, every time. Linnet Doyle was very shrewd in business matters. Her husband, I should fancy, is one of those trustful fellows who know nothing of business and are always ready to sign on the dotted line as he himself put it."
502,because it is fairly obvious that you have a very special and immediate interest in the case.
503,"Surely. You have known Linnet Ridgeway, I understand, since she was quite a child."
504,"And it is a matter, I am credibly assured, of millions."
505,"Your responsibility, Mr. Pennington, and that of your partner, has been a very grave one."
506,"I was wondering, Mr. Pennington, whether Linnet Ridgeways sudden marriage caused any—consternation, in your office?"
507,And the letter reached New York after the Carmanic sailed?
508,"That on your luggage there are no labels of the Carmanic. The only recent labels of transatlantic sailing are the Normandie. The Normandie, I remember, sailed two days after the Carmanic."
509,"We got more than I thought we should. Admission of fraud. Admission of attempted murder. Further than that its impossible to go. A man will confess, more or less, to attempted murder, but you wont get him to confess to the real thing."
510,"The garden at Assuan. Mr. Allertons statement. The two bottles of nail polish. My bottle of wine. The velvet stole. The stained handkerchief. The pistol that was left on the scene of the crime. The death of Louise. The death of Madame Otterbourne. Yes, its all there. Pennington didnt do it, Race!"
511,"In a sense, perhaps. What I really require is for you to listen."
512,"Look here—you arent thinking…it wasnt I who killed her! Ill swear that! Ive been in the most awful stew. To have chosen that night of all others…God, its been awful!"
513,"Yes, you must have had uneasy moments. But, now that the truth has come out, you may be able to help us. Was Madame Doyle alive or dead when you stole the pearls?"
514,Rosalie Otterbourne. She came round from the other side of the boat and saw you leave Linnet Doyles cabin and go to your own.
515,"When I taxed her with it, do you know what she said? She said: I saw nobody. And she lied."
516,"Perhaps because she thought the man she saw was the murderer. It looked like that, you know."
517,That seems to me all the more reason for telling you.
518,"Well, sir, where do we go from here? I admit taking the pearls from Linnets cabin and youll find them just where you say they are. Im guilty all right. But as far as Miss Southwood is concerned, Im not admitting anything. Youve no evidence whatever against her. How I got hold of the fake necklace is my own business."
519,"It is necessary to clear up one or two points. When I asked you whether you saw anyone on the starboard deck at one-ten this morning, your answer was that you saw nobody. Fortunately I have been able to arrive at the truth without your help. Monsieur Allerton has admitted that he was in Linnet Doyles cabin last night."
520,"No, I didnt kill her. Im a thief, not a murderer. Its all going to come out, so you might as well know. I was after her pearls."
521,Mr. Allertons story is that he went to her cabin last night and exchanged a string of fake pearls for the real ones.
522,"That, as I say, is Monsieur Allertons story, partially confirmed by your evidence. That is to say, there is evidence that he did visit Linnet Doyles cabin last night, but there is no evidence to show why he did so."
523,"A new code—it was used in the South African rebellion. Potatoes mean machine guns, artichokes are high explosives—and so on. Richetti is no more an archæologist than I am! Hes a very dangerous agitator, a man whos killed more than once, and Ill swear that hes killed once again. Mrs. Doyle opened that telegram by mistake, you see. If she were ever to repeat what was in it before me, he knew his goose would be cooked!"
524,"I always thought there was something wrong about him. He was almost too word-perfect in his rôle; he was all archæologist, not enough human being."
525,To begin with I was stupid—incredibly stupid. To me the stumbling block was the pistol—Jacqueline de Belleforts pistol. Why had that pistol not been left on the scene of the crime? The idea of the murderer was quite plainly to incriminate her. Why then did the murderer take it away? I was so stupid that I thought of all sorts of fantastic reasons. The real one was very simple. The murderer took it away because he had to take it away—because he had no choice in the matter.
526,Ach! what is that you say? You accuse me? Again? But it is ridiculous—beneath contempt.
527,Be quiet. I am telling you what I thought at the time. Let us remain impersonal.
528,"Ach! it is foolish, that! Do you think a man with a fractured bone and a splint on his leg could go walking about the boat and stabbing people? I tell you, it was impossible for Simon Doyle to leave his cabin."
529,"And now, Doctor, we will go and have a word with your patient."
530,But it wouldnt have occurred to you to let me off?
531,"No, its no use being sentimental. I might do it again…Im not a safe person any longer. I can feel that myself…"
532,"And for you love would have been enough, but not for him."
533,Do you remember when you came into my cabin afterwards? You said you were not sure why you had come. I was so miserable—so terrified. I thought Simon was going to die….
534,"Yes, it would have been better for him that way."
535,I suppose the stewardess is in attendance to see I dont hang myself or swallow a miraculous capsule of prussic acid as people always do in books. You neednt be afraid! I shant do that. It will be easier for Simon if Im standing by.
536,"Do you remember when I said I must follow my star? You said it might be a false star. And I said: That very bad star, that star fell down."
537,"weve done our job. Ive arranged for Richetti to be taken ashore first. Glad weve got him. Hes been a slippery customer, I can tell you. Given us the slip dozens of times."
538,We must get hold of a stretcher for Doyle. Remarkable how he went to pieces.
539,That boyish type of criminal is usually intensely vain. Once prick the bubble of their self-esteem and it is finished! They go to pieces like children.
540,"What one looks like doesnt matter. He says I really could help him in his work, and hes going to teach me all about neurosis."
541,It is probably the first time you have met one.
542,You went to this inn—this Three Boars—last night on your way home?
543,"But no matter. What we have to look at is this—Captain Paton is missing, under
circumstances which call for an explanation. I will not hide from you
that the matter looks grave. Still, it may admit of a perfectly simple
explanation."
544,"It is true that I have retired from the world,"
545,"But most of my
successes have been obtained by the aid of the police. I admire
enormously your English police. If Inspector Raglan permits me to
assist him, I shall be both honored and flattered."
546,"we must
put you wise to the latest developments, M."
547,"My friend, Dr. Sheppard, said something of
the butler being suspected?"
548,"Went out just on nine oclock last night. Was seen in neighborhood of
Fernly Park somewhere about nine-thirty. Not been seen since. Believed
to be in serious money difficulties. Ive got a pair of his shoes
here—shoes with rubber studs in them. He had two pairs, almost exactly
alike. Im going up now to compare them with those footmarks. The
constable is up there seeing that no one tampers with them."
549,"Would you like to go with the inspector, M."
550,"when you broke down the door with Dr. Sheppard last night, and found your master dead, what was the state of
the fire?"
551,"It had burned very low, sir. It was almost out."
552,"Look round you, my good Parker. Is this room exactly as it was then?"
553,"It was back in position when I arrived with the police, sir,"
554,"It
will be a great privilege to watch you at work——Hallo, whats this?"
555,"He is anxious to know if
he can be of any service, and he would be glad to have a word with you."
556,"It is a busy time for this young M. Raymond,"
557,"They would have to have also eyes
and ears. But do not be too sure that these dead things"
558,"Well, this isnt going to be
much of a case. Im sorry, too. A nice enough young fellow gone wrong."
559,"youve been bitten with all this
psychoanalysis stuff? Now, Im a plain man——"
560,"Mrs. Raglan would not agree, I am sure, to that,"
561,"The cook has been here seven years, the parlormaid eighteen months,
and Parker just over a year. The others are new. Except for something
fishy about Parker, they all seem quite all right."
562,"I am
quite sure that Parker did not do the murder,"
563,"Quite sure. She knows him well by sight. He went past very quickly
and turned off by the path to the right, which is a short cut to the
terrace."
564,Surely a great many people wear shoes with rubber studs in them?
565,"I shouldnt put so much
stress on the footmarks if it wasnt for everything else."
566,"Naturally. But several different women have walked this way—and men
as well. Its a regular short cut to the house, you see. It would be
impossible to sort out all the footsteps. After all, its the ones on
the window-sill that are really important."
567,"I am glad to
have encountered you, monsieur. I am in need of some information that
you can give me."
568,"I should like you to
meet my mother. She is—very fond of Ralph."
569,"The real gold! They will make a pretty couple. She and the dark,
handsome Captain Paton. Will they not?"
570,"You and I, M. le docteur, we
investigate this affair side by side. Without you I should be lost. I
desire a little information from the good Mr. Hammond."
571,"You are acting on behalf of Captain Ralph Paton, I understand,"
572,"Not so. I am acting in the interests of justice. Miss Ackroyd has
asked me to investigate the death of her uncle."
