number,quote
386,"You must try round and get on a fresh scent, I fancy,"" said the son with a rather malicious smile."
387,"Still, I must ask you to humor me a little further. I should like, for example, to see how far the windows of the bedrooms command the front."
388,"Thank you, I think I have seen all that I wished."
389,If it is not too much trouble.
390,quote
391,"You've done it now, Watson,"""
392,A pretty mess you've
393,"""Hullo!"" cried the Inspector, ""where's he got to?"""
394,"""Wait here an instant,"" said young Alec Cunningham. ""The fellow is"
395,"in my opinion. Come with me, father, and see where he"
396,"""'Pon my word, I am inclined to agree with Master Alec,"" said the"
397,but it seems to me
398,With a thrill I recognised the voice as that of my friend. I rushed
399,which had sunk down
400,"inarticulate shouting, came from the room which we had"
401,and on into the dressing-room beyond. The
402,"the younger clutching his throat with both hands, while the"
403,and Holmes staggered to his
404,very pale and evidently greatly exhausted.
405,"""Arrest these men, Inspector,"" he gasped."
406,"""On what charge?"""
407,"""That of murdering their coachman, William Kirwan."""
408,"""Tut, man, look at their faces!"" cried Holmes, curtly."
409,"Never, certainly, have I seen a plainer confession of guilt upon"
410,"sullen expression upon his strongly-marked face. The son, on"
411,"had dropped all that jaunty, dashing style which had"
412,and the ferocity of a dangerous wild beast gleamed
413,"""I have no alternative, Mr. Cunningham,"" said he. ""I trust that this"
414,"but you can see that--Ah,"
415,and a revolver
416,quote
417,"""Excellent!"""
418,"""There is a further point, however, which is subtler and of greater interest. There is something in common between these hands. They belong to men who are blood-relatives."""
419,"""There you are. It was a dangerous, reckless attempt, in which I seem to trace the influence of young Alec."""
420,"""I was certain that Alec had torn it out of the dead man's hand, and almost certain that he must have thrust it into the pocket of his dressing-gown. Where else could he have put it?"""
421,"""Speaking professionally, it was admirably done."""
422,"""It is an art which is often useful."""
423,"""I could see that you were commiserating with me over my weakness."""
424,"""I contrived, by upsetting a table, to engage their attention for the moment, and slipped back to examine the pockets."""
425,"""They saw that I must know all about it, you see, and the sudden change from absolute security to complete despair made them perfectly desperate."""
426,"""I had a little talk with old Cunningham afterwards as to the motive of the crime."""
427,"""It seems that William had secretly followed his two masters on the night when they made their raid upon Mr. Acton's, and having thus got them into his power, proceeded, under threats of exposure, to levy black-mail upon them."""
428,"""And the note?"""
429,"""It is very much the sort of thing that I expected."""
430,"""Of course, we do not yet know what the relations may have been between Alec Cunningham, William Kirwan, and Annie Morrison."""
431,"""The results show that the trap was skillfully baited. I am sure that you cannot fail to be delighted with the traces of heredity shown in the p's and in the tails of the g's."""
432,"""The absence of the i-dots in the old man's writing is also most characteristic."""
433,"""Watson, I think our quiet rest in the country has been a distinct success, and I shall certainly return much invigorated to Baker Street to-morrow."""
434,quote
435,"""With pleasure."""
436,"""You told me that you had bachelor quarters for one, and I see that"
437,"""I shall be delighted if you will stay."""
438,"""Thank you.  I'll fill the vacant peg then.  Sorry to see that you've"
439,"I hope?"""
440,"""Ah!  He has left two nail-marks from his boot upon your linoleum"
441,"thank you, I had some supper at"
442,"but I'll smoke a pipe with you with pleasure."""
443,"""I see that you are professionally rather busy just now,"" said he,"
444,"""I have the advantage of knowing your habits, my dear Watson,"" said"
445,and when it is a long
446,"although used,"
447,I cannot doubt that you are at present busy
448,"""Elementary,"" said he.  ""It is one of those instances where the"
449,because the latter has missed the one little point which is
450,"my dear fellow,"
451,which is
452,depending as it does upon your retaining in
453,at present I am in the position of these same
454,for I hold in this hand several threads of one of the
455,and yet I lack
456,"Watson, I'll have them!"""
457,"""The problem presents features of interest,"" said he.  ""I may even"
458,"and have come, as I"
459,quote
460,"""There is a room which is used as a morning-room at Lachine.  This"
461,and is only divided from the
462,"for the room was seldom used in the evening, but Mrs. Barclay"
463,"asking Jane Stewart, the"
464,"to bring her a cup of tea, which was quite contrary to"
465,
466,"""The tea which had been ordered was brought up at the end of ten"
467,"as she approached the door, was surprised to"
468,"and even turned the handle,"
469,and the two women with the
470,
471,so that none of them were audible to the listeners.  The
472,"on the other hand, were most bitter, and when she raised her"
473,"ending in a sudden dreadful cry in the man's voice,"
474,and a piercing scream from the woman.  Convinced that
475,the coachman rushed to
476,quote
477,Did you ever hear of a dog running up a curtain?  I found distinct traces that this creature had done so.
478,But it is not the print of a monkey.
479,"Neither dog nor cat nor monkey nor any creature that we are familiar with.  I have tried to reconstruct it from the measurements.  Here are four prints where the beast has been standing motionless.  You see that it is no less than fifteen inches from fore-foot to hind.  Add to that the length of neck and head, and you get a creature not much less than two feet long--probably more if there is any tail.  But now observe this other measurement.  The animal has been moving, and we have the length of its stride.  In each case it is only about three inches.  You have an indication, you see, of a long body with very short legs attached to it.  It has not been considerate enough to leave any of its hair behind it.  But its general shape must be what I have indicated, and it can run up a curtain, and it is carnivorous."
480,How do you deduce that?
481,"Because it ran up the curtain.  A canary's cage was hanging in the window, and its aim seems to have been to get at the bird."
482,Then what was the beast?
483,"Ah, if I could give it a name it might go a long way towards solving the case.  On the whole, it was probably some creature of the weasel and stoat tribe--and yet it is larger than any of these that I have seen."
484,But what had it to do with the crime?
485,"That, also, is still obscure.  But we have learned a good deal, you perceive.  We know that a man stood in the road looking at the quarrel between the Barclays--the blinds were up and the room lighted.  We know, also, that he ran across the lawn, entered the room, accompanied by a strange animal, and that he either struck the Colonel or, as is equally possible, that the Colonel fell down from sheer fright at the sight of him, and cut his head on the corner of the fender.  Finally, we have the curious fact that the intruder carried away the key with him when he left."
486,Your discoveries seem to have
487,quote
488,"""So now, my dear fellow, you see exactly how we stand and why it is I want you."""
489,"""Most certainly--but in the presence of a witness."""
490,"""And I am the witness?"""
491,"""If you will be so good.  If he can clear the matter up, well and good.  If he refuses, we have no alternative but to apply for a warrant."""
492,"""You may be sure that I took some precautions.  I have one of my Baker Street boys mounting guard over him who would stick to him like a burr, go where he might.  We shall find him in Hudson Street to-morrow, Watson, and meanwhile I should be the criminal myself if I kept you out of bed any longer."""
493,"""This is the street,"""
494,"""Good, Simpson!"""
495,"""Come along, Watson.  This is the house."""
496,"""Mr. Henry Wood, late of India, I believe,"""
497,"""What should I know about that?"""
498,"""That's what I want to ascertain.  You know, I suppose, that unless the matter is cleared up, Mrs. Barclay, who is an old friend of yours, will in all probability be tried for murder."""
499,"""I don't know who you are,"" he cried, ""nor how you come to know what you do know, but will you swear that this is true that you tell me?"""
500,"""Why, they are only waiting for her to come to her senses to arrest her."""
501,"""My God!  Are you in the police yourself?"""
502,"""No."""
503,"""What business is it of yours, then?"""
504,"""It's every man's business to see justice done."""
505,"""You can take my word that she is innocent."""
506,"""Then you are guilty."""
507,"""No, I am not."""
508,"""Who killed Colonel James Barclay, then?"""
509,"""It was a just providence that killed him.  But, mind you this, that if I had knocked his brains out, as it was in my heart to do, he would have had no more than his due from my hands.  If his own guilty conscience had not struck him down it is likely enough that I might have had his blood upon my soul.  You want me to tell the story.  Well, I don't know why I shouldn't, for"
510,quote
511,"""But when one gets old one has a longing for home.  For years I've been dreaming of the bright green fields and the hedges of England.  At last I determined to see them before I died.  I saved enough to bring me across, and then I came here where the soldiers are, for I know their ways and how to amuse them and so earn enough to keep me."""
512,"""Your narrative is most interesting,"""
513,"""I have already heard of your meeting with Mrs. Barclay, and your mutual recognition.  You then, as I understand, followed her home and saw through the window an altercation between her husband and her, in which she doubtless cast his conduct to you in his teeth.  Your own feelings overcame you, and you ran across the lawn and broke in upon them."""
514,"""I did, sir, and at the sight of me he looked as I have never seen a man look before, and over he went with his head on the fender.  But he was dead before he fell.  I read death on his face as plain as I can read that text over the fire.  The bare sight of me was like a bullet through his guilty heart."""
515,"""And then?"""
516,"""Then Nancy fainted, and I caught up the key of the door from her hand, intending to unlock it and get help.  But as I was doing it it seemed to me better to leave it alone and get away, for the thing might look black against me, and any way my secret would be out if I were taken.  In my haste I thrust the key into my pocket, and dropped my stick while I was chasing Teddy, who had run up the curtain.  When I got him into his box, from which he had slipped, I was off as fast as I could run."""
517,"""Who's Teddy?"""
518,"""Well, some call them that, and some call them ichneumon,"""
519,quote
520,"""Hum! A doctor's--general practitioner, I perceive,"""
521,"""Not been long in practice, but has had a good deal to do. Come to consult us, I fancy! Lucky we came back!"""
522,"""You spoke to my coachman, then?"""
523,"""Pray resume your seat and let me know how I can serve you."""
524,"""Are you not the author of a monograph upon obscure nervous lesions?"""
525,"""I so seldom hear of the work that I thought it was quite dead,"""
526,"""You are yourself, I presume, a medical man?"""
527,"""My own hobby has always been nervous disease. I should wish to make it an absolute specialty, but, of course, a man must take what he can get at first. This, however, is beside the question, Mr. Sherlock Holmes, and I quite appreciate how valuable your time is. The fact is that a very singular train of events has occurred recently at my house in Brook Street, and to-night they came to such a head that I felt it was quite impossible for me to wait another hour before asking for your advice and assistance."""
528,"""You are very welcome to both,"" said he. ""Pray let me have a detailed account of what the circumstances are which have disturbed you."""
529,"""Come, come!"" said he, in his bustling way. ""It's the old story. More in your brains than in your pocket, eh? What would you say if I were to start you in Brook Street?"""
530,quote
531,
532,quote
533,""" cried Dr. Trevelyan."
534,"Mr. Blessington,"""
535,"then it is you, doctor,"""
536,"are they what they pretend to be?"""
537,"yes, it's all right,"""
538,"Mr. Holmes,"""
539,""""
540,"if you please. Just have the kindness to step in here."""
541,""""
542,"Mr. Holmes--never made but one investment in my life, as Dr. Trevelyan would tell you. But I don't believe in bankers. I would never trust a banker, Mr. Holmes. Between ourselves, what little I have is in that box, so you can understand what it means to me when unknown people force themselves into my rooms."""
543,""""
544,"sir, is to speak the truth."""
545,"Watson,"""
546,"it is quite evident that there are two men--more, perhaps, but at least two--who are determined for some reason to get at this fellow Blessington. I have no doubt in my mind that both on the first and on the second occasion that young man penetrated to Blessington's room, while his confederate, by an ingenious device, kept the doctor from interfering."""
547,"Watson, though I should hardly dare to hint as much to our specialist. It is a very easy complaint to imitate. I have done it myself."""
548,"however, that this hour coincided with Blessington's constitutional, which seems to show that they were not very well acquainted with his daily routine. Of course, if they had been merely after plunder they would at least have made some attempt to search for it. Besides, I can read in a man's eye when it is his own skin that he is frightened for. It is inconceivable that this fellow could have made two such vindictive enemies as these appear to be without knowing of it. I hold it, therefore, to be certain that"
549,quote
550,"""Hum!"""
551,"""His cigar-case, then?"""
552,"""Oh, this is an Havana, and these others are cigars of the peculiar sort which are imported by the Dutch from their East Indian colonies."""
553,"""Two of these have been smoked from a holder and two without,"""
554,"""Two have been cut by a not very sharp knife, and two have had the ends bitten off by a set of excellent teeth."""
555,"""This is no suicide, Mr. Lanner."""
556,"""And why?"""
557,"""That is what we have to find out."""
558,"""How could they get in?"""
559,"""Through the front door."""
560,"""It was barred in the morning."""
561,"""Then it was barred after them."""
562,"""How do you know?"""
563,"""I saw their traces."""
564,"""Excuse me a moment, and I may be able to give you some further information about it."""
565,"""How about this rope?"""
566,"""That must have saved them trouble."""
567,"""Yes, the actual facts are very plain, and I shall be surprised if by the afternoon I cannot give you the reasons for them as well."""
568,"""I will take this photograph of Blessington, which I see upon the mantelpiece, as it may help me in my inquiries."""
569,"""But you have told us nothing!"""
570,"""Oh, there can be no doubt as to the sequence of events."""
571,"""There were three of them in it: the young man, the old man, and a third, to whose identity I have no clue."""
572,"""The first two, I need hardly remark, are the same who masqueraded as the Russian count and his son, so we can give a very full description of them."""
573,"""They were admitted by a confederate inside the house."""
574,"""If I might offer you a word of advice, Inspector, it would be to arrest the page, who, as I understand, has only recently come into your service, Doctor."""
575,"""He has played a not unimportant part in this drama."""
576,"""The three men having ascended the stairs, which they did on tiptoe, the elder man first, the younger man second, and the unknown man in the rear--"""
577,"""My dear Holmes!"""
578,"""Oh,"
579,quote
580,"""To some extent,"" he answered, thoughtfully.  ""My ancestors were country squires, who appear to have led much the same life as is natural to their class.  But, none the less, my turn that way is in my veins, and may have come with my grandmother, who was the sister of Vernet, the French artist.  Art in the blood is liable to take the strangest forms."""
581,"""My dear Watson,"" said he, ""I cannot agree with those who rank modesty among the virtues.  To the logician all things should be seen exactly as they are, and to underestimate one's self is as much a departure from truth as to exaggerate one's own powers.  When I say, therefore, that Mycroft has better powers of observation than I, you may take it that I am speaking the exact and literal truth."""
582,"""Seven years my senior."""
583,"""Oh, he is very well known in his own circle."""
584,"""The Diogenes Club is the queerest club in London, and Mycroft one of the queerest men.  He's always there from quarter to five to twenty to eight.  It's six now, so if you care for a stroll this beautiful evening I shall be very happy to introduce you to two curiosities."""
585,"""You wonder, why it is that Mycroft does not use his powers for detective work.  He is incapable of it."""
586,"""But I thought you said--"""
587,"""I said that he was my superior in observation and deduction.  If the art of the detective began and ended in reasoning from an arm-chair, my brother would be the greatest criminal agent that ever lived.  But he has no ambition and no energy.  He will not even go out of his way to verify his own solution, and would rather be considered wrong than take the trouble to prove himself right.  Again and again I have taken a problem to him, and have received an explanation which has afterwards proved to be the correct one.  And yet he was absolutely incapable of working out the practical points which must be gone into before a case could be laid before a judge or jury."""
588,"""It is not his profession, then?"""
589,"""By no means.  What is to me a means of livelihood is to him the merest hobby of a dilettante.  He has an"
590,quote
591,"By the way, Sherlock,"" said he, ""I have had something quite after your own heart--a most singular problem--submitted to my judgment.  I really had not the energy to follow it up save in a very incomplete fashion, but it gave me a basis for some pleasing speculation.  If you would care to hear the facts--"
592,"My dear Mycroft, I should be delighted."
593,"""I have asked Mr. Melas to step across,"" said he.  ""He lodges on the floor above me, and I have some slight acquaintance with him, which led him to come to me in his perplexity.  Mr. Melas is a Greek by extraction, as I understand, and he is a remarkable linguist.  He earns his living partly as interpreter in the law courts and partly by acting as guide to any wealthy Orientals who may visit the Northumberland Avenue hotels.  I think I will leave him to tell his very remarkable experience in his own fashion."
594,"""I do not believe that the police credit me--on my word, I do not,"" said he in a wailing voice.  ""Just because they have never heard of it before, they think that such a thing cannot be.  But I know that I shall never be easy in my mind until I know what has become of my poor man with the sticking-plaster upon his face."""
595,"""I am all attention,"" said Sherlock Holmes."
596,"""This is Wednesday evening,"" said Mr. Melas.  ""Well then, it was Monday night--only two days ago, you understand--that all this happened.  I am an interpreter, as perhaps my neighbor there has told you.  I interpret all languages--or nearly all--but as I am a Greek by birth and with a Grecian name, it is with that particular tongue that I am principally associated.  For many years I have been the chief Greek interpreter in London, and my name is very well known in the hotels."
597,"""My dear Mr. Melas, I should be delighted."""
598,quote
599,"""Never!'"
600,"""'On no condition?'"
601,"""'Only if I see her married in my presence by a Greek priest whom I know.'"
602,"""'You know what awaits you, then?'"
603,"""'I care nothing for myself.'"
604,"""'You can do no good by this obstinacy. Who are you?'"
605,"""'I care not. I am a stranger in London.'"
606,"""'Your fate will be upon your own head. How long have you been here?'"
607,"""'Let it be so. Three weeks.'"
608,"""'The property can never be yours. What ails you?'"
609,"""'It shall not go to villains. They are starving me.'"
610,"""'You shall go free if you sign. What house is this?'"
611,"""'I will never sign. I do not know.'"
612,"""'You are not doing her any service. What is your name?'"
613,"""'Let me hear her say so. Kratides.'"
614,"""'You shall see her if you sign. Where are you from?'"
615,"""'Then I shall never see her. Athens.'"
616,"""'We shall know if you speak of this,' said he.  'We have our own means of information."
617,quote
618,"""You have hopes of solving it?"""
619,"""Well, knowing as much as we do, it will be singular indeed if we fail to discover the rest. You must yourself have formed some theory which will explain the facts to which we have listened."""
620,"""What was your idea, then?"""
621,"""It seemed to me to be obvious that this Greek girl had been carried off by the young Englishman named Harold Latimer."""
622,"""This young man could not talk a word of Greek. The lady could talk English fairly well. Inference--that she had been in England some little time, but he had not been in Greece."""
623,"""Then the brother--for that, I fancy, must be the relationship--comes over from Greece to interfere. He imprudently puts himself into the power of the young man and his older associate. They seize him and use violence towards him in order to make him sign some papers to make over the girl's fortune--of which he may be trustee--to them. This he refuses to do. In order to negotiate with him they have to get an interpreter, and they pitch upon this Mr. Melas, having used some other one before. The girl is not told of the arrival of her brother, and finds it out by the merest accident."""
624,"""Excellent, Watson! I really fancy that you are not far from the truth. You see that we hold all the cards, and we have only to fear some sudden act of violence on their part. If they give us time we must have them."""
625,"""My dear Mycroft, the brother's life is more valuable than the sister's story. I think we should call at Scotland Yard for Inspector Gregson, and go straight out to Beckenham. We know that a man is being done to death, and every hour may be vital."""
626,"""My dear fellow, I should say from what we have heard, that we are dealing with a particularly dangerous gang."""
627,"""Come along!"" cried Sherlock Holmes, abruptly. ""This grows serious,"" he observed, as we drove to Scotland Yard. ""These men have got hold of Melas again. He is a man of no physical courage, as they are well aware from their experience the other night. This villain was able to terrorize him the instant that he got into his presence"
628,"quote"""
629,""""
630,""""
631,Mycroft. Now!
632,and one which did but
633,"""quote"""
634,"""You come at a crisis, Watson, If this paper remains blue, all is well. If it turns red, it means a man's life."""
635,"""I thought as much!"""
636,"""I will be at your service in an instant, Watson. You will find tobacco in the Persian slipper."""
637,"""A very commonplace little murder, You've got something better, I fancy. You are the stormy petrel of crime, Watson. What is it?"""
638,"""It does not tell us very much, does it?"""
639,"""And yet the writing is of interest."""
640,"""But the writing is not his own."""
641,"""Precisely. It is a woman's."""
642,"""A man's surely,"""
643,"""No, a woman's, and a woman of rare character. You see, at the commencement of an investigation it is something to know that your client is in close contact with some one who, for good or evil, has an exceptional nature. My interest is already awakened in the case. If you are ready we will start at once for Woking, and see this diplomatist who is in such evil case, and the lady to whom he dictates his letters."""
644,"""Were you alone during this conversation?"""
645,"""In a large room?"""
646,"""In the centre?"""
647,"""And speaking low?"""
648,"""Thank you, pray go on."""
649,quote
650,"""Thank you. Pray proceed."""
651,"""That is of enormous importance,"" said Holmes, making a note upon his shirt-cuff."
652,"""Which way did the woman go?"""
653,"""You're only wasting your time, sir, and every minute now is of importance,"""
654,"""Where do you live?"""
655,"""16 Ivy Lane, Brixton,' he answered. 'But don't let yourself be drawn away upon a false scent, Mr. Phelps. Come to the other end of the street and let us see if we can hear of anything.'"
656,"""Had it been raining all evening?"""
657,"""How is it, then, that the woman who came into the room about nine left no traces with her muddy boots?"""
658,"""That is very clear. There were no marks, then, though the night was a wet one?"""
659,quote
660,"""How about the fireplace?"""
661,"""They use none. There is a stove. The bell-rope hangs from the wire just to the right of my desk. Whoever rang it must have come right up to the desk to do it. But why should any criminal wish to ring the bell? It is a most insoluble mystery."""
662,"""Certainly the incident was unusual. What were your next steps? You examined the room, I presume, to see if the intruder had left any traces--any cigar-end or dropped glove or hairpin or other trifle?"""
663,"""There was nothing of the sort."""
664,"""No smell?"""
665,"""Well, we never thought of that."""
666,"""Ah, a scent of tobacco would have been worth a great deal to us in such an investigation."""
667,"""I never smoke myself, so I think I should have observed it if there had been any smell of tobacco. There was absolutely no clue of any kind. The only tangible fact was that the commissionaire's wife--Mrs. Tangey was the name--had hurried out of the place. He could give no explanation save that it was about the time when the woman always went home. The policeman and I agreed that our best plan would be to seize the woman before she could get rid of the papers, presuming that she had them."""
668,"""The alarm had reached Scotland Yard by this time, and Mr. Forbes, the detective, came round at once and took up the case with a great deal of energy. We hired a hansom, and in half an hour we were at the address which had been given to us. A young woman opened the door, who proved to be Mrs. Tangey's eldest daughter. Her mother had not come back yet, and we were shown into the front room to wait."""
669,"""About ten minutes later a knock came at the door, and here we made the one serious mistake for which I blame myself. Instead of opening the door ourselves, we allowed the girl to do so. We heard her say, 'Mother, there are two men in the house waiting to see you,' and an instant afterwards we heard the patter of feet rushing down the passage. Forbes flung open the door, and we both ran into the back room or kitchen, but the woman had got there before us. She stared at us with defiant eyes, and then, suddenly"
670,"quote"""
671,"Do you see any prospect of solving this mystery, Mr. Holmes?"""
672,"the mystery!Well, it would be absurd to deny that the case is a very abstruse and complicated one, but I can promise you that I will look into the matter and let you know any points which may strike me."""
673,"but, of course, I must test them before I can pronounce upon their value."""
674,"Miss Harrison,"" said Holmes, rising.""I think, Watson, we cannot do better. Do not allow yourself to indulge in false hopes, Mr. Phelps. The affair is a very tangled one."""
675,""" cried the diplomatist."""
676,"I'll come out by the same train to-morrow, though it's more than likely that my report will be a negative one."""
677,""" cried our client.""By the way, I have had a letter from Lord Holdhurst."""
678,"but not harsh. I dare say my severe illness prevented him from being that. He repeated that the matter was of the utmost importance, and added that no steps would be taken about my future--by which he means, of course, my dismissal--until my health was restored and I had an opportunity of repairing my misfortune."""
679,"that was reasonable and considerate,"" said Holmes.""Come, Watson, for we have a good day's work before us in town."""
680,"and allow you to look down upon the houses like this."""
681,"isolated clumps of building rising up above the slates, like brick islands in a lead-colored sea."""
682,"my boy! Beacons of the future! Capsules with hundreds of bright little seeds in each, out of which will spring the wise, better England of the future. I suppose that man Phelps does not drink?"""
683,but we are bound to take every possibility into account. The poor devil has certainly got himself
684,"and our woman has been with her twice when she was well on, but she could get nothing out of her."""
685,"but they were paid off."""
686,"certainly that would agree with his being found a little later asleep in his chair. There is nothing against them then but the woman's character. Did you ask her why she hurried away that night? Her haste attracted the attention of the police constable."""
687,"who started at least twenty minutes after he, got home before her?"""
688,"on reaching her house, she ran into the back kitchen?"""
689,"you seem to have cross-examined her pretty thoroughly. What else have you done?"""
690,"but without result. We can show nothing against him."""
691,"we have nothing else to go upon--no evidence of any kind."""
692,"I must confess that it beats me. It was a cool hand, whoever it was, to go and give the alarm like that."""
693,"it was a queer thing to do. Many thanks to you for what you have told me. If I can put the man into your hands you shall hear from me. Come along, Watson."""
694,"the cabinet minister and future premier of England."""
695,Mr. Holmes
696,quote
697,"""There was a pause then for about ten minutes, as if the person were"
698,for my nerves are not what they used to be. I sprang
699,for he was gone like a flash. He
700,and that is that he had some
701,I rang the bell and roused the house. It took me
702,for the bell rings in the kitchen and the servants
703,"however, and that brought Joseph down,"
704,but the weather has been so dry lately that they
705,"however, on the wooden fence which skirts the road which shows"
706,"they tell me, as if some one had got over, and had snapped the"
707,"for I thought I had best have your opinion first."""
708,""" said Phelps, smiling, though it was"
709,""" said Holmes. ""Do you think you"
710,"yes, I should like a little sunshine. Joseph will come, too."""
711,""" said Holmes, shaking his head. ""I think I must ask"
712,however
713,quote
714,"""You are sure it was not a house-breaker's jimmy?"""
715,"""Oh, no, it was a knife. I saw the flash of the blade quite distinctly."""
716,"""But why on earth should you be pursued with such animosity?"""
717,"""Ah, that is the question."""
718,"""Well, if Holmes takes the same view, that would account for his action, would it not? Presuming that your theory is correct, if he can lay his hands upon the man who threatened you last night he will have gone a long way towards finding who took the naval treaty. It is absurd to suppose that you have two enemies, one of whom robs you, while the other threatens your life."""
719,"""But Holmes said that he was not going to Briarbrae."""
720,"""I have known him for some time, but I never knew him do anything yet without a very good reason,"" and with that our conversation drifted off on to other topics."
721,"""You have implicit faith in Holmes?"""
722,"""I have seen him do some remarkable things."""
723,"""But he never brought light into anything quite so dark as this?"""
724,"""Oh, yes, I have known him solve questions which presented fewer clues than yours."""
725,"""But not where such large interests are at stake?"""
726,"""I don't know that. To my certain knowledge he has acted on behalf of three of the reigning houses of Europe in very vital matters."""
727,"""But you know him well, Watson. He is such an inscrutable fellow that I never quite know what to make of him. Do you think he is hopeful? Do you think he expects to make a success of it?"""
728,"""He has said nothing."""
729,"""On the contrary, I have noticed that when he is off the trail he generally says so. It is when he is on a scent and is not quite absolutely sure yet that it is the right one that he is most taciturn. Now, my dear fellow, we can't help matters by making ourselves nervous about them, so let me implore you to go to bed and so be fresh for whatever may await us to-morrow."""
730,"""After all, the clue of the matter lies probably here in town."""
731,"""You are not wounded, Holmes?"""
732,"""Tut, it is only a scratch through my own clums"
733,quote
734,"""The blind was not down in your room, and I could see Miss Harrison sitting there reading by the table."""
735,"""I heard her shut the door, and felt quite sure that she had turned the key in the lock."""
736,"""The key!"""
737,"""Yes, I had given Miss Harrison instructions to lock the door on the outside and take the key with her when she went to bed."""
738,"""Of course it has the sort of excitement about it that the sportsman feels when he lies beside the water-course and waits for the big game."""
739,"""There was a church-clock down at Woking which struck the quarters, and I thought more than once that it had stopped."""
740,"""At last however about two in the morning, I suddenly heard the gentle sound of a bolt being pushed back and the creaking of a key."""
741,"""He was bare-headed, but he had a black coat thrown over his shoulder so that he could conceal his face in an instant if there were any alarm."""
742,"""He walked on tiptoe under the shadow of the wall, and when he reached the window he worked a long-bladed knife through the sash and pushed back the catch."""
743,"""From where I lay I had a perfect view of the inside of the room and of every one of his movements."""
744,"""He lit the two candles which stood upon the mantelpiece, and then he proceeded to turn back the corner of the carpet in the neighborhood of the door."""
745,"""Presently he stopped and picked out a square piece of board, such as is usually left to enable plumbers to get at the joints of the gas-pipes."""
746,"""Out of this hiding-place he drew that little cylinder of paper, pushed down the board, rearranged the carpet, blew out the candles, and walked straight into my arms as I stood waiting for him outside the window."""
747,"""Well, he has rather more viciousness than I gave him credit for, has Master Joseph."""
748,"""He flew at me with his knife, and I had to grasp him twice, and got a cut over the knuckles, before I had the upper hand of him."""
749,"""He looked murder out of the only eye he could see with when we had finished, but he listened to reason and gave up the papers."""
750,"""Having got them I let my man go, but I wired full particulars to Forbes this morning."""
751,quote
752,"Yes, I have been using myself up rather too freely,"""
753,"""You are afraid of something?"""
754,"I am."""
755,"""Of what?"""
756,"""I think that you know me well enough, Watson, to understand that I"
757,it is stupidity
758,"""I must apologize for calling so late,"""
759,"""It is not an airy nothing, you see,"""
760,it is solid enough for a man to break his hand over.  Is
761,"""Indeed!  You are alone?"""
762,"""Then it makes it the easier for me to propose that you should"
763,"""Where?"""
764,"""Oh, anywhere.  It's all the same to me."""
765,quote
766,"""Now, if I could have done this without the knowledge of Professor"
767,all would have been well.  But he was too wily for that.
768,but I as often headed him off.  I tell
769,"my friend, that if a detailed account of that silent contest"
770,it would take its place as the most brilliant bit
771,and never have I been so hard pressed by an
772,and yet I just undercut him.  This morning
773,and three days only were wanted to
774,when the door opened and Professor Moriarty stood before me.
775,"Watson, but I must confess to a start"
776,"his forehead domes out in a white curve,"
777,
778,"and ascetic-looking, retaining something of the professor in"
779,and his
780,and is forever slowly oscillating from side
781,'
782,at last.  'It is a dangerous habit to finger loaded firearms
783,and was covering him through
784,but there was something
785,quote
786,"""You will spend the night here?"""
787,"""No, my friend, you might find me a dangerous guest.  I have my plans"
788,and all will be well.  Matters have gone so far now that they
789,though my
790,"therefore,"
791,"therefore, if you could come on to the Continent with"
792,"""The practice is quiet,"" said I, ""and I have an accommodating"
793,"""And to start to-morrow morning?"""
794,"""If necessary."""
795,"""Oh yes, it is most necessary.  Then these are your instructions, and"
796,"my dear Watson, that you will obey them to the letter, for you"
797,desiring your man to take neither the
798,and you will drive to the Strand end of the Lowther
799,"handing the address to the cabman upon a slip of paper, with"
800,and
801,"dash through the Arcade, timing"
802,driven by a fellow
803,and you will reach Victoria in time for the
804,"""Where shall I meet you?"""
805,"""At the station.  The second first-class carriage from the front will"
806,"""The carriage is our rendezvous, then?"""
807,"""Yes."""
808,"""Every"
809,"quote"""
810,"""There he goes,"""
811,"you see, to our friend's intelligence.  It would have been a coup-de-maître had he deduced what I would deduce and acted accordingly."""
812,"however, a game at which two may play.  The question now is whether we should take a premature lunch here, or run our chance of starving before we reach the buffet at Newhaven."""
813,"when I had left the country there was no one to cope with him.  But I did think that I had put the game in their hands.  I think that you had better return to England, Watson."""
814,"and I fancy that he meant it.  I should certainly recommend you to return to your practice."""
815,"but the same night we had resumed our journey and were well on our way to Geneva."""
816,"Watson, that I have not lived wholly in vain,"""
817,"Watson, upon the day that I crown my career by the capture or extinction of the most dangerous and capable criminal in Europe."""
818,"with the intention of crossing the hills and spending the night at the hamlet of Rosenlaui.  We had strict injunctions, however, on"
819,quote
820,"""Well,"" said I, as I came hurrying up, ""I trust that she is no"
821,"""You did not write this?"" I said, pulling the letter from my pocket."
822,"""Certainly not!"" he cried.  ""But it has the hotel mark upon it!  Ha,"
823,"""But I waited for none of the landlord's explanations.  In a tingle of"
824,and making for
825,and it was in vain that I shouted.  My
826,"""It was the sight of that Alpine-stock which turned me cold and sick."
827,then.  He had remained on that
828,with sheer wall on one side and sheer drop on the
829,until his enemy had overtaken him.  The young Swiss had gone
830,and had left the
831,"""I stood for a minute or two to collect myself, for I was dazed with"
832,
833,only too easy to do.  During our conversation we had not gone
834,and the Alpine-stock marked the place where
